meta_industry,col,count
Services,"Case work focused on workforce transformation, digital product implementation, operating model optimization, and cost reduction strategy",1
Manufacturing,Metrology,1
Retail and Consumer Goods,"B.S. in Business Administration, 4.0 GPA",1
Technology,Consulting Manager,1
Education and Training,People-oriented,1
Education and Training,Tutor (1 year),1
Education and Training,Multimedia Learning,1
Education and Training,Content Moderation,1
Education and Training,Equine and canine reproduction,1
Transportation and Logistics,Catia V5,1
Retail and Consumer Goods,20+ years experience,1
Real Estate and Construction,Court of Master level 1 Sommelier,1
Education and Training,Final Cut Pro X Proficiency,1
Education and Training,Google Analytics for Beginners certified,1
Services,Training plan,1
Services,Selenium,1
Services,Program/Project Manager,1
Services,Multidisciplinary experience,1
Services,CEM,1
Services,CPA license,1
Services,Project manager experience (experience duration not mentioned),1
Manufacturing,Adobe Creative Suite,2
Retail and Consumer Goods,District subject matter expert,1
Technology,Illustrator,1
Education and Training,Quality assurance,1
Education and Training,Organizational service,1
Education and Training,cultural history,1
Education and Training,Psycholinguistics,1
Services,Copyediting,1
Services,8+ years of experience,2
Financial and Investment,Team player who completes projects on time,1
Transportation and Logistics,Manager Train Operation,1
Healthcare and Medical,Manage projects and meetings,1
Services,Video deployment strategies,1
Technology,Introduction to Microeconomics,1
Education and Training,Agapé,1
Education and Training,LMU Division I Rowing,1
Education and Training,Windows Server infrastructure,1
Education and Training,Formulate and execute plans,1
Retail and Consumer Goods,"B.B.A., Temple University",1
Services,Federal agencies,1
Services,Point of Service (POS),1
Services,eTMF,1
Services,"EPIC Decision Tree Badge', ""HFMA's Certified Revenue Cycle Representative (CRCR)"", 'EPIC Patient Estimate Badge",1
Retail and Consumer Goods,Store Merchandizing,1
Retail and Consumer Goods,Profitability,1
Retail and Consumer Goods,4+ years Lease Administration experience,1
Technology,Personnel Management,1
Technology,7 years experience in project management,1
Technology,Leading@Alight,1
Technology,Strategy,1
Education and Training,"Phase III insecticide metabolism research, Grape berry moths, Summer 2021",1
Education and Training,"Curricula design, development, implementation, evaluation",1
Education and Training,Weather forecaster,1
Education and Training,Battery design,1
Education and Training,Baking,1
Education and Training,Hiking,1
Services,Educational programming manager,1
Manufacturing,Boiler operation,1
Transportation and Logistics,"Terminal, Road & Command/Control Center environments",1
Transportation and Logistics,Azure cloud,1
Education and Training,Machine Learning,6
Media and Entertainment,"Instructor, Writer, Author, Editor, Co-writer",1
Retail and Consumer Goods,"Conceptualized and organized events, managed social media",1
Services,Operations,3
Services,AR Reduction,1
Services,Launch products to market,1
Manufacturing,Advanced Chemical Engineering Kinetics,1
Manufacturing,25+ years of experience as a semiconductor maintenance technician,1
Manufacturing,Manager with proven expertise in managing solution delivery for large-scale implementations,1
Retail and Consumer Goods,New store opening team specialist,1
Services,"6+ years of experience in testing Smart TV and STB platforms (Android TV, Roku, Amazon Fire, Google Chromecast, Apple TV)",1
Healthcare and Medical,"Risk-Taking for Leaders, Notary Public Commission certifications",1
Education and Training,Photoshop,1
Education and Training,Ion beam irradiation,1
Education and Training,Renaissance/Baroque,1
Services,WMS,1
Financial and Investment,"Corporate financier, Commercial banker",1
Transportation and Logistics,ProDoc,1
Services,Overhead Cranes,1
Retail and Consumer Goods,CREO / PRO ENGINEER,1
Services,Google Ads Video Certification,1
Media and Entertainment,Crystal Reports,1
Retail and Consumer Goods,Proven skills and experience in technical analysis,1
Services,Cybersecurity,1
Manufacturing,Colloid and Surface Chemistry,1
Manufacturing,Optical imaging and laser techniques for laser-induced damage,1
Retail and Consumer Goods,PMP Certification (2005),1
Retail and Consumer Goods,20 years administrative work,1
Technology,Workday HCM Certification,2
Technology,InVision,1
Education and Training,Developing and producing radio and television announcements,1
Education and Training,Splunk User and Reporting,1
Education and Training,"Planned Giving Dept. Head, University of Melbourne",1
Education and Training,CSS,4
Education and Training,Sport and Special Event Evacuation Training and Excecise,1
Education and Training,Seeking Juvenile work,1
Healthcare and Medical,Uses art related principles and faith/spirituality,1
Services,"Music production, video game music composition",1
Services,Research Assistant,1
Retail and Consumer Goods,Communicating with business and technical teams,1
Education and Training,Integrity,2
Services,Certified Revenue Cycle Representative,1
Manufacturing,Emotional intelligence,1
Manufacturing,Self-motivation,1
Manufacturing,Stakeholder Engagement,1
Manufacturing,Negotiation,3
Retail and Consumer Goods,214-534-6501,1
Retail and Consumer Goods,Budget management,1
Education and Training,Process improvement,2
Education and Training,"Proficient in writing, designing, and analyzing social media campaigns",1
Education and Training,Additive Manufacturing Certification Level 1,1
Education and Training,"BA Economics, Pennsylvania State University",1
Education and Training,"Python Programming Essentials (Coursera, Online Course Audited May 2023)",1
Transportation and Logistics,Senior Professional in Human Resources,1
Healthcare and Medical,cross-cultural communication,1
Healthcare and Medical,Fast-paced environment,1
Healthcare and Medical,Lean Six Sigma Green Belt,3
Real Estate and Construction,Zoo,1
Education and Training,Saşa,1
Services,ASCM Supply Chain Procurement Certificate,1
Services,POS Improvement,1
Manufacturing,Accomplished leader in Emergency Response management,1
Retail and Consumer Goods,"842 Washington Way, Suite 110, Longview, WA 98632",1
Technology,"Philanthropy Committee member, Pi Kappa Phi",1
Education and Training,Assisting in placement and billing of announcements,1
Education and Training,Puppet,1
Education and Training,"Values relationship building, donor-centric fundraising",1
Education and Training,Environmental Psychology,1
Technology,Stress management,1
Transportation and Logistics,Mobile Crane Inspector,1
Healthcare and Medical,accounting,1
Education and Training,Psychology club,1
Education and Training,Payroll,3
Education and Training,Cost Control,2
Services,Leadership,8
Services,graduated with honors from Nevada Career Institute,1
Services,"Program and project management, system engineering, analytical, and communication skills",1
Services,Prosci Certified Change Practitioner,1
Manufacturing,FMEA,1
Manufacturing,condition assessment and Asset Maintenance,1
Technology,Relationship Management,2
Education and Training,Smart materials,1
Education and Training,Game-Based Learning,1
Education and Training,"Program Coordinator, Curriculum Consultant, Victorian Education Department",1
Education and Training,Mental Health First Aid,1
Education and Training,Chinese Language Level 3 B,1
Education and Training,Concepts of Hydrocarbon Metering,1
Transportation and Logistics,"Business Analysis, Six Morning Habits of High Performers, Agile, Project Management Professional, Certified Associate in Project Management, Building Business Acumen",1
Media and Entertainment,Conducting performance reviews,1
Retail and Consumer Goods,Sales,9
Manufacturing,"Customer Engagement Team', ""Receive and support beta system for Intel's evaluation""",1
Manufacturing,Project Management Professional (PMP),2
Services,3 years of experience in using test automation tools and frameworks,1
Healthcare and Medical,Facilities Management experience,1
Education and Training,Collecting gift solicitations from business and organizations,1
Education and Training,Supervising,1
Education and Training,Team lead experience,1
Education and Training,"Teaching Assistant, Substitute Teacher",1
Education and Training,"Opentrons', ""Bachelor's degree in Engineering Physics"", 'Cutting-edge research in additive manufacturing of glass using silica-filled resins",1
Education and Training,DS4A / Empowerment 3.0 Certificate Honors,1
Education and Training,Web development,1
Education and Training,architecture,1
Education and Training,"Characterization of membrane structure, performance, and fouling",1
Education and Training,1 year of experience in the automobile industry based at Gurgaon (Haryana).,1
Education and Training,Food science degree,1
Education and Training,Dairy processing and quality assurance,1
Technology,"Requirements gathering, estimation, design, implementation",1
Retail and Consumer Goods,"Process improvements, safety initiatives, quality control, and service procedures",1
